,index,Rank,NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL,arms,arm1,arm2,arm1_included,arm2_included,arm1_to_remove,arm2_to_remove,also_arm1_to_remove,also_arm2_to_remove,new_arm1,new_arm2,arm1_has_approved_drugs,arm2_has_approved_drugs
134,509,510,NCT01196078,A Study of Tarceva (Erlotinib) in Elderly Patients With Advanced Non-Small Cell Lung Cancer,,Completed,Has Results,Non-Small Cell Lung Cancer,Drug: erlotinib [Tarceva]|Drug: vinorelbine,Percentage of Participants Achieving a Best Overall Response of Complete Response (CR) or Partial Response (PR)|Percentage of Participants Achieving Disease Control|Duration of Response Among Participants Who Achieved Either a CR or PR|Percentage of Participants With Disease Progression|Time to Disease Progression|Overall Survival: Percentage of Participants With an Progressive Disease or Death|Overall Survival: Time to Event|Quality of Life as Measured by the Functional Assessment of Cancer Therapy (FACT) Questionnaire|Changes in Quality of Life as Measured by the FACT Questionnaire|Percentage of Participants With Changes in Quality of Life as Measured by FACT Questionnaire Scores by Category of Change|Changes in Quality of Life as Assessed by FACT-L (Lung Symptoms) Questionnaire|Percentage of Participants With Changes in FACT-L (Lung Symptoms) by Category of Change,Hoffmann-La Roche,All,70 Years and older   (Older Adult),Phase 4,114.0,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ML20322,February 2007,December 2010,December 2010,"September 8, 2010","July 27, 2015","July 27, 2015","Taipei, Taiwan",,https://ClinicalTrials.gov/show/NCT01196078,2,erlotinib [tarceva],vinorelbine,1,1,False,False,False,False,erlotinib [tarceva],vinorelbine,1,1
139,553,554,NCT01350817,Erlotinib and Docetaxel in Second Line of Treatment in Patients With Non Small Cell Lung Cancer,TARSEQ,Completed,No Results Available,Non Small Cell Lung Cancer,Drug: Erlotinib + docetaxel|Drug: Docetaxel,Progression free survival at 15 weeks.|Free survival at 12 months|Toxicities and feasibility,"University Hospital, Limoges|Hoffmann-La Roche",All,"18 Years and older   (Adult, Older Adult)",Phase 2,156.0,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,I10004,May 2011,March 2013,January 2014,"May 10, 2011",,"April 3, 2015","Service de Pneumologie, CHU Angers, Angers, France|Service de pneumologie; Centre Hospitalier d'Annecy, Annecy, France|Service de Pneumologie; Centre Hospitalier, Beauvais, France|Service de Pneumologie, Beauvais, France|Service de Pneumologie, Bordeaux, France|CHU Brest, Brest, France|Service de Pneumologie, Charleville Mezière, France|Service de Pneumologie ; Centre hospitalier, Charleville-Mezieres, France|Service de Pneumologie, Créteil, France|Service de Pneumologie; Centre Hospitalier, Draguignan, France|Service de Pneumologie, Draguignan, France|Service de Pneumologie, Elbeuf, France|Service de Pneumologie, Gap, France|Département de Pathologie Respiratoire du CHU de Limoges, Limoges, France|Service de Pneumologie, Hôpital de la Croix Rousse, Lyon, France|Service de Pneumologie-Neurologie ; Centre Hospitalier F. Quesnay, Mantes La Jolie, France|Département des Maladies Respiratoires ; Hôpital Sainte Marguerite, Marseille, France|CH de Meaux, Meaux, France|Service de Pneumologie, Meaux, France|Service de Pneumologie, Mulhouse, France|Service de Pneumologie - Hôpital St Antoine, Paris, Paris, France|Service de Pneumologie-Allergologie; Centre Hospitalier Général, Perigueux, France|CHU Reims, Reims, France|Service de Pneumologie, Hôpital Pontchailloux, Rennes, France|Service de Pneumologie; CHG de Roanne, Roanne, France|Clinique Pneumologique; Hôpital Charles Nicolle, Rouen, France|Service de Pneumologie; Hôpital Bois Guillaume, Rouen, France|Hôpital Charles Nicolle, Service de Pneumologie, Rouen, France|Service de Pneumologie, Hôpital Nord, saint Etienne, France|Service de Pneumologie, Villefranche, France",,https://ClinicalTrials.gov/show/NCT01350817,2,erlotinib + docetaxel,docetaxel,1,1,False,False,False,False,erlotinib + docetaxel,docetaxel,1,1
153,601,602,NCT00976456,Efficacy Study of Avastin® With Pemetrexed +/- Carboplatin to Treat Elderly Patients With Non-small Cell Lung Cancer,65plus,Completed,Has Results,Non-squamous Non-small Cell Lung Cancer,Drug: Bevacizumab + Pemetrexed|Drug: Bevacizumab + Pemetrexed + Carboplatin,Progression Free Survival|Overall Survival,PD Dr. med. Wolfgang Schuette|Roche Pharma AG|Eli Lilly and Company|Martha-Maria Krankenhaus Halle-Dölau gGmbH,All,65 Years and older   (Older Adult),Phase 3,271.0,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,65 plus|ML21896,September 2009,October 2014,October 2014,"September 14, 2009","March 10, 2016","March 10, 2016","Krankenhaus Martha-Maria Halle-Doelau, Halle, Germany",,https://ClinicalTrials.gov/show/NCT00976456,2,bevacizumab + pemetrexed,bevacizumab + pemetrexed + carboplatin,1,1,False,False,False,False,bevacizumab + pemetrexed,bevacizumab + pemetrexed + carboplatin,1,1
154,603,604,NCT01348126,Study of Ganetespib (STA-9090) + Docetaxel in Advanced Non Small Cell Lung Cancer,GALAXY,Terminated,No Results Available,Non-small Cell Lung Cancer Stage IIIB|Non-small Cell Lung Cancer Stage IV|Non-small Cell Lung Cancer Metastatic,Drug: Docetaxel|Drug: Combination of ganetespib and docetaxel,Progression-free survival in two co-primary populations|Overall Response Rate|Determine qualitative and quantitative toxicities|Determine plasma drug concentrations of the combination|Evaluate Quality of Life|Disease Control Rate|Tumor size change|Overall survival,Synta Pharmaceuticals Corp.,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,385.0,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,9090-08,May 2011,April 2014,October 2015,"May 5, 2011",,"November 5, 2015","Synta Pharmaceuticals Investigative Site, Tucson, Arizona, United States|Synta Pharmaceuticals Investigative Site, Santa Monica, California, United States|Synta Pharmaceuticals Investigative Site, Atlanta, Georgia, United States|Synta Pharmaceuticals Investigative Site, Chicago, Illinois, United States|Synta Pharmaceutials Investigative Site, Boston, Massachusetts, United States|Synta Pharmaceuticals Investigative Site, Winston-Salem, North Carolina, United States|Synta Pharmaceuticals Investigative Site, Kettering, Ohio, United States|Synta Pharmaceuticals Investigative Site, Portland, Oregon, United States|Synta Pharmaceuticals Investigative Site, Brussels, Belgium|Synta Pharmaceuticals Investigative Site, Jette, Belgium|Synta Pharmaceuticals Investigative Site, Yvoir, Belgium|Synta Pharmaceuticals Investigative Site, Banja Luka, Bosnia and Herzegovina|Synta Pharmaceuticals Investigative Site, Mostar, Bosnia and Herzegovina|Synta Pharmaceuticals Investgative Site, Sarajevo, Bosnia and Herzegovina|Synta Pharmaceuticals Investigative Site, Sarajevo, Bosnia and Herzegovina|Synta Pharmaceuticals Investigative Site, Tuzla, Bosnia and Herzegovina|Synta Pharmaceuticals Investigative Site, Hamilton, Canada|Synta Pharmaceuticals Investigative Site, Montreal, Canada|Synta Pharmaceuticals Investigative Site, Montreal, Canada|Synta Pharmaceuticals Investigative Site, Ottawa, Canada|Synta Pharmaceuticals Investigative Site, Pula, Croatia|Synta Pharmaceuticals Investigative Site, Split, Croatia|Synta Pharmaceuticals Investigative Site, Zagreb, Croatia|Synta Pharmaceuticals Investigative Site, Prague, Czech Republic|Synta Pharmaceuticals Investigative Site, Halle, Germany|Synta Pharmaceuticals Investigative Site, Hamburg, Germany|Synta Pharmaceuticals Investigative Site, Mainz, Germany|Synta Pharmaceuticals Investigative Site, Mannheim, Germany|Synta Pharmaceuticals Investigative Site, Offenbach, Germany|Synta Pharmaceuticals Investigative Site, Krakow, Poland|Synta Pharmaceuticals Investigative Site, Olsztyn, Poland|Synta Pharmaceuticals Investigative Site, Prabuty, Poland|Synta Pharmaceuticals Investigative Site, Szczecin, Poland|Synta Pharmaceuticals Investigative Site, Cluj - Napoca, Romania|Synta Pharmaceuticals Investigative Site, Cluj - Napoca, Romania|Synta Pharmaceuticals Investigative Site, Craiova, Romania|Synta Pharmaceuticals Investigative Site, Suceava, Romania|Synta Pharmaceuticals Investigative Site, Kazan, Russian Federation|Synta Pharmaceuticals Investigative Site, Moscow, Russian Federation|Synta Pharmaceuticals Investigative Site, Moscow, Russian Federation|Synta Pharmaceuticals Investigative Site, Saint-Petersburg, Russian Federation|Synta Pharmaceuticals Investigative Site, Saint-Petersburg, Russian Federation|Synta Pharmaceuticals Investigative Site, Sochi, Russian Federation|Synta Pharmaceuticals Investigative Site, Voronezh, Russian Federation|Synta Pharmaceuticals Investigative Site, Belgrade, Serbia|Synta Pharmaceuticals Investigative Site, Sremska Kamenica, Serbia|Synta Pharmaceuticals Investigative Site, Badalona, Spain|Synta Pharmaceuticals Investigative Site, Barcelona, Spain|Synta Pharmaceuticals Investigative Site, Madrid, Spain|Synta Pharmaceuticals Investigational Site, Leicester, United Kingdom|Synta Pharmaceuticals Investigative Site, London, United Kingdom|Synta Pharmaceuticals Investigational Site, London, United Kingdom|Synta Pharmaceuticals Investigational Site, Sutton, United Kingdom",,https://ClinicalTrials.gov/show/NCT01348126,2,docetaxel,combination of ganetespib and docetaxel,1,1,False,False,False,False,docetaxel,combination of ganetespib and docetaxel,1,1
156,622,623,NCT00678964,Erlotinib Versus Carboplatin/Vinorelbine in Elderly Patients With Advanced Non-Small Cell Lung Cancer (NSCLC),TIE,Unknown status,No Results Available,Non-Small Cell Lung Cancer,Drug: Erlotinib|Drug: Vinorelbine and Carboplatin,"Evaluation of the progression free survival rate with the first-line therapy|Duration of remission|1-year survival|Overall survival|Response rate (CR/RR)|Quality of life, improvement of symptoms (FACT-L)|Simplified Charlsons´Comorbidity Score|Safety and Tolerability",LungenClinic Grosshansdorf,All,70 Years and older   (Older Adult),Phase 2,260.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,EudraCT 2005-005827-32|ML19747,June 2006,November 2008,,"May 16, 2008",,"May 16, 2008","Gemeinschaftspraxis, Augsburg, Germany|Zentralklinik Bad Berka GmbH, Bad Berka, Germany|Charité - Campus Benjamin Franklin, Berlin, Germany|Helios Klinikum Emil von Behring, Berlin, Germany|Evangelische Lungenklinik Berlin, Berlin, Germany|Evang. Krankenhaus Bielefeld, Bielefeld, Germany|Johanniter-Krankenhaus Bonn, Bonn, Germany|Gemeinschaftspraxis, Celle, Germany|Fachkrankenhaus Coswig, Coswig, Germany|Fachklinik Diekholzen, Diekholzen, Germany|Klinikum Donaustauf, Donaustauf, Germany|Katholisches Klinikum Duisburg, Duisburg, Germany|Marien Hospital Düsseldorf, Düsseldorf, Germany|Universitätsklinik Essen, Essen, Germany|Klinikum Essen-Mitte, Essen, Germany|Krankenhaus Nordwest GmbH, Frankfurt/Main, Germany|Asklepios Fachkliniken München-Gauting, Gauting, Germany|Schwerpunktpraxis Onkologie, Goslar, Germany|Universitätsklinikum der Ernst-Moritz Arndt Universität Greifswald, Greifswald, Germany|Krankenhaus Großhansdorf, Großhansdorf, Germany|Georg-August-Universität Göttingen, Göttingen, Germany|Allgemeines Krankenhaus Harburg, Hamburg, Germany|Medizinische Hochschule Hannover, Hannover, Germany|Thoraxklinik am Universitätsklinikum Heidelberg, Heidelberg, Germany|Lungenklinik Hemer, Hemer, Germany|Universitätsklinik des Saarlandes, Homburg/Saar, Germany|Klinikum der Friedrich-Schiller-Universität, Jena, Germany|Klinikum Kassel, Kassel, Germany|Malteser Krankenhaus St. Hildegardis Köln, Köln, Germany|Klinikum Leverkusen gGmbH, Leverkusen, Germany|Klinik Löwenstein gGmbH, Loewenstein, Germany|Universitätsklinikum Schleswig-Holstein, Lübeck, Germany|Katholisches Klinikum Mainz, Mainz, Germany|Klinikum der Johannes Gutenberg-Universität Mainz, Mainz, Germany|Universitätsklinikum Mannheim gGmbH, Mannheim, Germany|Zweckverband Kliniken im Mühlenkreis, Minden, Germany|Medizinische Klinik - Innenstadt, München, Germany|Ruppiner Kliniken GmbH, Neuruppin, Germany|Johanniter-Krankenhaus im Fläming gGmbH, Treuenbrietzen, Germany|Universitätsklinikum Ulm, Ulm, Germany",,https://ClinicalTrials.gov/show/NCT00678964,2,erlotinib,vinorelbine and carboplatin,1,1,False,False,False,False,erlotinib,vinorelbine and carboplatin,1,1
171,675,676,NCT03127319,A Study of Apatinib Plus Docetaxel for Treatment of Advanced Non-squamous Non-small Cell Lung Cancer With Bone Metastases,,Recruiting,No Results Available,Non-squamous Non-small Cell Lung Cancer,Drug: apatinib docetaxel zoledronic|Drug: docetaxel zoledronic,Progression free survival|Overall survival|DCR (Disease control rate)|ORR (Objective response rate)|SREs（Skeletal-related events）|Toxicity according to the Common Terminology Criteria for Adverse Events (CTCAE) Version 4.0,Affiliated Hospital of Hebei University,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,40.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,AHHU-2017AMZ01,"July 3, 2017",April 2019,December 2019,"April 25, 2017",,"January 17, 2018","Affiliated Hospital of Hebei university, BaoDing, Hebei, China",,https://ClinicalTrials.gov/show/NCT03127319,2,apatinib docetaxel zoledronic,docetaxel zoledronic,1,1,False,False,False,False,apatinib docetaxel zoledronic,docetaxel zoledronic,1,1
177,699,700,NCT00940875,A Study of Tarceva (Erlotinib) in Sequential Combination With Gemcitabine as First Line Therapy in Patients With Advanced Non-Small Cell Lung Cancer,,Terminated,Has Results,Non-Small Cell Lung Cancer,Drug: erlotinib [Tarceva]|Drug: gemcitabine,Percentage of Participants With Disease Progression or Death|PFS|Percentage of Participants Who Achieved Confirmed Complete Response (CR) or Partial Response (PR) According to RECIST V 1.0|Percentage of Participants With Non-Progression at Weeks 8 and 16|Percentage of Participants Who Died|Overall Survival (OS)|Duration of Response,Hoffmann-La Roche,All,"18 Years and older   (Adult, Older Adult)",Phase 2,54.0,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ML22429,June 2009,September 2011,September 2011,"July 16, 2009","April 2, 2015","April 2, 2015","Port Macquarie, New South Wales, Australia|Randwick, New South Wales, Australia|Sydney, New South Wales, Australia|Sydney, New South Wales, Australia|Tweed Heads, New South Wales, Australia|Wollongong, New South Wales, Australia|Brisbane, Queensland, Australia|Greenslopes, Queensland, Australia|Woolloongabba, Queensland, Australia|Richmond, South Australia, Australia|Terrace Gardens, South Australia, Australia|Hobart, Tasmania, Australia|Bendigo, Victoria, Australia|Heidelberg, Victoria, Australia|Melbourne, Victoria, Australia|Wodonga, Victoria, Australia|Fremantle, Western Australia, Australia",,https://ClinicalTrials.gov/show/NCT00940875,2,erlotinib [tarceva],gemcitabine,1,1,False,False,False,False,erlotinib [tarceva],gemcitabine,1,1
180,727,728,NCT01498562,Phase II Study of Gefitinib Plus Nimotuzumab Versus Gefitinib in Non-small Cell Lung Cancer,DATE,Completed,No Results Available,Non Small Cell Lung Cancer (NSCLC),Drug: Gefitinib and Nimotuzumab|Drug: Gefitinib,Progression free survival rate at 3 months|Progression free survival (PFS)|Overall survival (OS)|Overall safety profile|Objective response rate (ORR),Yonsei University,All,"20 Years and older   (Adult, Older Adult)",Phase 2,160.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,4-2011-0662,December 2011,June 2014,June 2014,"December 23, 2011",,"December 2, 2014","Severance hospital, Yonsei Cancer Center, Seoul, Korea, Republic of",,https://ClinicalTrials.gov/show/NCT01498562,2,gefitinib and nimotuzumab,gefitinib,1,1,False,False,False,False,gefitinib and nimotuzumab,gefitinib,1,1
183,731,732,NCT00700180,A Study of Avastin (Bevacizumab) in Combination With Carboplatin-Based Chemotherapy in Patients With Advanced or Recurrent Non-Squamous Non-Small Cell Lung Cancer.,,Completed,Has Results,Non-Small Cell Lung Cancer,Drug: bevacizumab [Avastin]|Drug: Carboplatin-based chemotherapy,"Percentage of Participants With a Best Overall Response of Complete Response (CR) or Partial Response (PR) by Dichotomized Baseline Plasma Marker Level|Progression-Free Survival - Percentage of Participants With an Event|Progression-Free Survival - Time to Event|Percentage of Participants With Objective Response|Percentage of Participants With Measurable Disease at Baseline Who Achieved CR, PR, or Stable Disease (SD) for at Least 6 Weeks|Duration of Response - Percentage of Participants With an Event|Duration of Response - Time to Event|Overall Survival - Percentage of Participants With an Event|Overall Survival - Time to Event",Hoffmann-La Roche,All,"18 Years and older   (Adult, Older Adult)",Phase 2,303.0,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,BO21015|2008-000662-23,September 2008,September 2012,September 2012,"June 18, 2008","September 25, 2014","September 25, 2014","St. Leonards, New South Wales, Australia|Adelaide, South Australia, Australia|Adelaide, South Australia, Australia|Box Hill, Victoria, Australia|Fitzroy, Victoria, Australia|Antwerpen, Belgium|Liege, Belgium|Vancouver, British Columbia, Canada|Toronto, Ontario, Canada|Ostrava, Czech Republic|Praha, Czech Republic|Odense, Denmark|Paris, France|Rouen, France|Bad Berka, Germany|Grosshansdorf, Germany|Hamburg, Germany|Oldenburg, Germany|Hong Kong, Hong Kong|Hong Kong, Hong Kong|Budapest, Hungary|Edeleny, Hungary|Sopron, Hungary|Szombathely, Hungary|Torokbalint, Hungary|Milano, Italy|Milan, Italy|Orbassano, Italy|Roma, Italy|Den Haag, Netherlands|Enschede, Netherlands|Hoorn, Netherlands|Nieuwegein, Netherlands|Rotterdam, Netherlands|Poznan, Poland|Warszawa, Poland|Zabrze, Poland|Arkhangelsk, Russian Federation|Chelyabinsk, Russian Federation|Kazan, Russian Federation|Kazan, Russian Federation|Krasnodar, Russian Federation|Krasnodar, Russian Federation|Moscow, Russian Federation|Moscow, Russian Federation|Saint-Petersburg, Russian Federation|St Petersburg, Russian Federation|Barakaldo, Vizcaya, Spain|Sevilla, Spain|Valencia, Spain|Valencia, Spain|Changhua, Taiwan|Taichung, Taiwan|Taichung, Taiwan|Taichung, Taiwan|Taipei, Taiwan|Aberdeen, United Kingdom|Chelmsford, United Kingdom|London, United Kingdom",,https://ClinicalTrials.gov/show/NCT00700180,2,bevacizumab [avastin],carboplatin-based chemotherapy,1,1,False,False,False,False,bevacizumab [avastin],carboplatin-based chemotherapy,1,1
185,737,738,NCT00891579,Study of Pemetrexed Versus Gefitinib in Patients With Locally Advanced or Metastatic Non Small Cell Lung Cancer Who Have Previously Received Platinum-Based Chemotherapy Without Epidermal Growth Factor Receptor (EGFR) Mutations,,Completed,No Results Available,Non Small Cell Lung Cancer,Drug: Pemetrexed (Alimta)|Drug: Gefitinib (IRESSA),Progression free survival (PFS)|Response rate (RR)|Overall survival (OS),Chinese Society of Lung Cancer,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2,161.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,C-TONG0806,February 2009,September 2012,November 2012,"May 1, 2009",,"December 10, 2012","Lung Cancer Research Institute & Cancer Center of Guangdong General Hospital, Guangzhou, Guangdong, China|307 hospital of People's Liberation Army, Beijing, China|Peking Union Hospital, Beijing, China|Jilin Tumor Hospital, Changchun, China|Nanjing General Hospital of Nanjing Military Command, Nanjing, China|Shanghai Chest Hospital, Shanghai, China|The first hospital of China medical university, Shenyang, China",,https://ClinicalTrials.gov/show/NCT00891579,2,pemetrexed (alimta),gefitinib (iressa),1,1,False,False,False,False,pemetrexed (alimta),gefitinib (iressa),1,1
186,743,744,NCT00425191,Taxotere Combinations as First Line Therapy for Locally Advanced Unresectable or Metastatic Non-small Cell Lung Cancer.,,Completed,No Results Available,Non-small Cell Lung Cancer,Drug: Docetaxel and Gemcitabine|Drug: Gemcitabine cisplatin followed by docetaxel,Response Rate|Time to progression.,Sanofi,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 2,165.0,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,XRP6976B_2501,July 2002,April 2005,,"January 22, 2007",,"December 7, 2009","Sanofi-Aventis, Milan, Italy",,https://ClinicalTrials.gov/show/NCT00425191,2,docetaxel and gemcitabine,gemcitabine cisplatin followed by docetaxel,1,1,False,False,False,False,docetaxel and gemcitabine,gemcitabine cisplatin followed by docetaxel,1,1
189,749,750,NCT00191191,To Investigate Efficacy and Safety of Pemetrexed as Second or Third Line Therapy in Patients With Non-small Cell Lung Cancer (NSCLC),,Completed,Has Results,Non-small Cell Lung Cancer,Drug: Pemetrexed 500 mg/m2|Drug: Pemetrexed 1000 mg/m2,Best Overall Response|Duration of Response|Progression-Free Survival (PFS)|Change From Baseline to 3 Months in Quality of Life Questionnaire for Cancer Patients Treated With Anticancer Drugs (QOL-ACD)|Change From Baseline to 3 Months in Functional Assessment of Cancer Therapy for Lung Cancer (FACT-L) Lung Cancer Subscale (LCS),Eli Lilly and Company,All,"20 Years to 75 Years   (Adult, Older Adult)",Phase 2,226.0,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,5250|H3E-JE-NS01,October 2004,October 2008,October 2008,"September 19, 2005","November 25, 2009","December 9, 2009","For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Chiba, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Ehime, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Fukuoka, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Gifu, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Gunma, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Hokkaido, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Hyogo, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Kanagawa, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Kumamoto, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Miyagi, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Niigata, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Okayama, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Osaka, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Saitama, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Shizuoka, Japan|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Monday-Friday from 9:00 AM to 5:00 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Tokyo, Japan",,https://ClinicalTrials.gov/show/NCT00191191,2,pemetrexed 500 mg/m2,pemetrexed 1000 mg/m2,1,1,False,False,False,False,pemetrexed 500 mg/m2,pemetrexed 1000 mg/m2,1,1
